Protein Description,Probability Score,PSMs,Unique Peptides,"TMT-130 Intensity0 min","TMT-126 Intensity30 min","TMT-127 Intensity60 min","TMT-128 Intensity90 min","TMT-129 Intensity120 min","TMT-131 Intensity240 min",Quantified PSMs,Quantified Unique Peptides
"YJR109C CPA2 SGDID:S000003870, Chr X from 632931-629575, reverse complement, Verified ORF, ""Large subunit of carbamoyl phosphate synthetase, which catalyzes a step in the synthesis of citrulline, an arginine precursor""",0,90,31,25163342.28,25052917.3,25512321.39,29413038.56,30867496.17,45402387.18,33,17
"YOR027W STI1 SGDID:S000005553, Chr XV from 381053-382822, Verified ORF, ""Hsp90 cochaperone, interacts with the Ssa group of the cytosolic Hsp70 chaperones; activates the ATPase activity of Ssa1p; homolog of mammalian Hop protein""",0,228,40,85178830.05,86654422.42,89174850.76,88208875.96,84726751.2,78045839.41,109,35
"YHL033C RPL8A SGDID:S000001025, Chr VIII from 36023-35253, reverse complement, Verified ORF, ""Ribosomal protein L4 of the large (60S) ribosomal subunit, nearly identical to Rpl8Bp and has similarity to rat L7a ribosomal protein; mutation results in decreased amounts of free 60S subunits""",0,511,30,27735862.34,24249087.97,22873295.42,20864215.37,19851079.02,21746472.02,54,4
"YDR037W KRS1 SGDID:S000002444, Chr IV from 525438-527213, Verified ORF, ""Lysyl-tRNA synthetase""",0,358,36,55260290.93,54318487.7,55465957.2,56248083.5,56162349.71,59877540.27,157,25
"YER091C MET6 SGDID:S000000893, Chr V from 342163-339860, reverse complement, Verified ORF, ""Cobalamin-independent methionine synthase, involved in methionine biosynthesis and regeneration; requires a minimum of two glutamates on the methyltetrahydrofolate substrate, similar to bacterial metE homologs""",0,308,43,127414904.6,128005146.5,121239538.8,128473819,125474441.4,110337597.5,164,39
"YPL106C SSE1 SGDID:S000006027, Chr XVI from 352272-350191, reverse complement, Verified ORF, ""ATPase that is a component of the heat shock protein Hsp90 chaperone complex; binds unfolded proteins; member of the heat shock protein 70 (HSP70) family; localized to the cytoplasm""",0,445,49,135522490.3,135247147.6,132988259.9,130399583.4,127938776.3,114912037.5,171,34
"YDL185W TFP1 SGDID:S000002344, Chr IV from 126788-130003, Verified ORF, ""Subunit A of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase; protein precursor undergoes self-catalyzed splicing to yield the extein Tfp1p and the intein Vde (PI-SceI), which is a site-specific endonuclease""",0,325,57,121382483.4,120134689.9,122750967.2,125107331.3,128110751.6,129628382.4,164,43
"YKL210W UBA1 SGDID:S000001693, Chr XI from 39164-42238, Verified ORF, ""Ubiquitin activating enzyme (E1), involved in ubiquitin-mediated protein degradation and essential for viability""",0,113,29,38904364.71,39960553.77,39854725.13,43755743.04,43357439.84,42149623.98,39,20
"YNL178W RPS3 SGDID:S000005122, Chr XIV from 302682-303404, Verified ORF, ""Protein component of the small (40S) ribosomal subunit, has apurinic/apyrimidinic (AP) endonuclease activity; essential for viability; has similarity to E. coli S3 and rat S3 ribosomal proteins""",0,492,29,177176834.4,168393214.1,161074196.7,171422514.1,175098164.4,173623283.3,178,24
"YDR023W SES1 SGDID:S000002430, Chr IV from 489506-490894, Verified ORF, ""Cytosolic seryl-tRNA synthetase, class II aminoacyl-tRNA synthetase that aminoacylates tRNA(Ser), displays tRNA-dependent amino acid recognition which enhances discrimination of the serine substrate, interacts with peroxin Pex21p""",0,193,29,52621406.16,51615821.53,51582688.65,53127279.56,53465654.7,53128489.34,96,22
"YGL253W HXK2 SGDID:S000003222, Chr VII from 23935-25395, Verified ORF, ""Hexokinase isoenzyme 2 that catalyzes phosphorylation of glucose in the cytosol; predominant hexokinase during growth on glucose; functions in the nucleus to repress expression of HXK1 and GLK1 and to induce expression of its own gene""",0,571,37,116470855.6,117521588.5,114119916.8,112814028,114433907.2,108113941.3,234,41
"YPL231W FAS2 SGDID:S000006152, Chr XVI from 108652-114315, Verified ORF, ""Alpha subunit of fatty acid synthetase, which catalyzes the synthesis of long-chain saturated fatty acids; contains beta-ketoacyl reductase and beta-ketoacyl synthase activities; phosphorylated""",0,416,81,179245761.9,176256280.9,174571449,177523348.1,181038628.9,166229572.2,203,59
"YCR053W THR4 SGDID:S000000649, Chr III from 216693-218237, Verified ORF, ""Threonine synthase, conserved protein that catalyzes formation of threonine from 0-phosphohomoserine; expression is regulated by the GCN4-mediated general amino acid control pathway""",0,165,29,34391738.83,37441713.13,41806223.42,44191294.2,43948956.48,44469521.97,61,20
"YPL226W NEW1 SGDID:S000006147, Chr XVI from 121767-125357, Verified ORF, ""ATP binding cassette family member; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction; homologous to mRNA export factor from S. pombe and similar protein from C. albicans""",0,123,32,20859638.69,21280962.68,21295425.06,22064820.72,22597968.06,23344803.91,66,19
"YGR061C ADE6 SGDID:S000003293, Chr VII from 615969-611893, reverse complement, Verified ORF, ""Formylglycinamidine-ribonucleotide (FGAM)-synthetase, catalyzes a step in the 'de novo' purine nucleotide biosynthetic pathway""",0,133,30,41941072.43,42004644.46,40820648.77,41645368.49,41536951.28,38719547.36,54,22
"YDL171C GLT1 SGDID:S000002330, Chr IV from 155641-149204, reverse complement, Verified ORF, ""NAD(+)-dependent glutamate synthase (GOGAT), synthesizes glutamate from glutamine and alpha-ketoglutarate; with Gln1p, forms the secondary pathway for glutamate biosynthesis from ammonia; expression regulated by nitrogen source""",0,82,33,14767993.12,14091164.88,13755812.38,14147604.61,15134868.48,17541473.68,25,14
"YHR179W OYE2 SGDID:S000001222, Chr VIII from 462502-463704, Verified ORF, ""Widely conserved NADPH oxidoreductase containing flavin mononucleotide (FMN), homologous to Oye3p with slight differences in ligand binding and catalytic properties; may be involved in sterol metabolism""",0,267,28,50795703.28,51292694.21,51390107.12,50012473.94,48338056.96,43677932.7,129,21
"YLR153C ACS2 SGDID:S000004143, Chr XII from 447576-445525, reverse complement, Verified ORF, ""Acetyl-coA synthetase isoform which, along with Acs1p, is the nuclear source of acetyl-coA for histone acetylation; mutants affect global transcription; required for growth on glucose; expressed under anaerobic conditions""",0,79,27,5517147.096,5860319.741,6550414.26,6271433.578,6058202.738,7319002.705,16,10
"YBL076C ILS1 SGDID:S000000172, Chr II from 84259-81041, reverse complement, Verified ORF, ""Cytoplasmic isoleucine-tRNA synthetase, target of the G1-specific inhibitor reveromycin A""",0,247,49,68356177.26,67135915.65,63672749.37,69139099.74,71945629,70129351.93,122,31
"YNR016C ACC1 SGDID:S000005299, Chr XIV from 661376-654675, reverse complement, Verified ORF, ""Acetyl-CoA carboxylase, biotin containing enzyme that catalyzes the carboxylation of acetyl-CoA to form malonyl-CoA; required for de novo biosynthesis of long-chain fatty acids""",0,228,64,93203269.45,88885076.65,88953609.3,87067844.49,84123822.57,74720464.67,106,36
"YOR204W DED1 SGDID:S000005730, Chr XV from 722912-724726, Verified ORF, ""ATP-dependent DEAD (Asp-Glu-Ala-Asp)-box RNA helicase, required for translation initiation of all yeast mRNAs; mutations in human DEAD-box DBY are a frequent cause of male infertility""",0,118,23,46264905.06,47425114.79,48479863.15,47446475.29,48135503.64,51721061.65,50,16
"YAL038W CDC19 SGDID:S000000036, Chr I from 71787-73289, Verified ORF, ""Pyruvate kinase, functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration""",0,2629,50,658942113.3,628658189.7,582564107.5,590370489.3,594293606.7,571460478.5,1451,58
"YBR079C RPG1 SGDID:S000000283, Chr II from 398271-395377, reverse complement, Verified ORF, ""Subunit of the core complex of translation initiation factor 3(eIF3), essential for translation; part of a subcomplex (Prt1p-Rpg1p-Nip1p) that stimulates binding of mRNA and tRNA(i)Met to ribosomes""",0,123,40,43648759.42,43653686.01,45598765.43,43923841.09,45498100.43,46505120.78,46,23
"YER110C KAP123 SGDID:S000000912, Chr V from 382099-378758, reverse complement, Verified ORF, ""Karyopherin beta, mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1""",0,133,35,45060198.67,40518995.51,39361828.61,40329422.74,40281974.99,39411444.08,57,26
"YJR045C SSC1 SGDID:S000003806, Chr X from 521594-519630, reverse complement, Verified ORF, ""Mitochondrial matrix ATPase, subunit of the presequence translocase-associated protein import motor (PAM) and of SceI endonuclease; involved in protein folding and translocation into the matrix; phosphorylated; member of HSP70 family""",0,498,51,168273989.6,167755324.9,165144859.5,162561954.9,159443021.7,157740112.2,179,45
"YJL034W KAR2 SGDID:S000003571, Chr X from 381321-383369, Verified ORF, ""ATPase involved in protein import into the ER, also acts as a chaperone to mediate protein folding in the ER and may play a role in ER export of soluble proteins; regulates the unfolded protein response via interaction with Ire1p""",0,248,39,75428801.17,74661859.01,73510309.08,73351644.02,72048419.42,64175305.38,123,30
"YER177W BMH1 SGDID:S000000979, Chr V from 545606-546409, Verified ORF, ""14-3-3 protein, major isoform; controls proteome at post-transcriptional level, binds proteins and DNA, involved in regulation of many processes including exocytosis, vesicle transport, Ras/MAPK signaling, and rapamycin-sensitive signaling""",0,194,22,18118955.6,20273264.69,22781633.03,25533443.13,25726435.87,24838922.37,18,6
"YJR145C RPS4A SGDID:S000003906, Chr X from 703058-703045,702788-702017, reverse complement, Verified ORF, ""Protein component of the small (40S) ribosomal subunit; mutation affects 20S pre-rRNA processing; identical to Rps4Bp and has similarity to rat S4 ribosomal protein""",0,907,25,156008580,156749973.3,148123892.3,143824518.6,141692271.9,149162982.5,408,24
"YLR355C ILV5 SGDID:S000004347, Chr XII from 839252-838065, reverse complement, Verified ORF, ""Acetohydroxyacid reductoisomerase, mitochondrial protein involved in branched-chain amino acid biosynthesis, also required for maintenance of wild-type mitochondrial DNA and found in mitochondrial nucleoids""",0,408,32,200827767.4,182241480.2,181341624.4,192783068.1,191999054.2,183049840.4,192,27
"YDR127W ARO1 SGDID:S000002534, Chr IV from 704482-709248, Verified ORF, ""Pentafunctional arom protein, catalyzes steps 2 through 6 in the biosynthesis of chorismate, which is a precursor to aromatic amino acids""",0,94,35,22820235.11,21879359.37,23078447.59,25863275.93,28017249.62,33378824.47,34,18
"YLR441C RPS1A SGDID:S000004433, Chr XII from 1018905-1018138, reverse complement, Verified ORF, ""Ribosomal protein 10 (rp10) of the small (40S) subunit; nearly identical to Rps1Bp and has similarity to rat S3a ribosomal protein""",0,633,30,63361115.63,58032035.71,58183030.97,59274093.43,58900339.96,59421933.64,38,6
"YCL030C HIS4 SGDID:S000000535, Chr III from 68333-65934, reverse complement, Verified ORF, ""Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase, phosphoribosyl-AMP cyclohydrolase, and histidinol dehydrogenase activities; catalyzes the second, third, ninth and tenth steps in histidine biosynthesis""",0,148,30,26167707.82,25233472.37,27201332.48,28350477.27,28674135.81,31018074.41,58,21
"YGR204W ADE3 SGDID:S000003436, Chr VII from 905939-908779, Verified ORF, ""Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase, involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine""",0,203,38,40176300.5,37946907.81,38181186.24,40068984.17,40477379.39,38304663.32,66,28
"YLR354C TAL1 SGDID:S000004346, Chr XII from 837356-836349, reverse complement, Verified ORF, ""Transaldolase, enzyme in the non-oxidative pentose phosphate pathway; converts sedoheptulose 7-phosphate and glyceraldehyde 3-phosphate to erythrose 4-phosphate and fructose 6-phosphate""",0,146,30,95428922.58,92911042.73,89192830.94,91158097.97,92356996.46,90650781.02,84,26
"YLR342W FKS1 SGDID:S000004334, Chr XII from 809997-815627, Verified ORF, ""Catalytic subunit of 1,3-beta-D-glucan synthase, functionally redundant with alternate catalytic subunit Gsc2p; binds to regulatory subunit Rho1p; involved in cell wall synthesis and maintenance; localizes to sites of cell wall remodeling""",0,80,24,9767134.449,9233637.458,9252275.389,9804474.171,10607895.23,9390100.628,21,9
"YDL055C PSA1 SGDID:S000002213, Chr IV from 356759-355674, reverse complement, Verified ORF, ""GDP-mannose pyrophosphorylase (mannose-1-phosphate guanyltransferase), synthesizes GDP-mannose from GTP and mannose-1-phosphate in cell wall biosynthesis; required for normal cell wall structure""",0,195,28,77438009.79,71418597.99,69564209.39,78508379.07,82706284.99,78807507.9,96,20
"YKL152C GPM1 SGDID:S000001635, Chr XI from 164390-163647, reverse complement, Verified ORF, ""Tetrameric phosphoglycerate mutase, mediates the conversion of 3-phosphoglycerate to 2-phosphoglycerate during glycolysis and the reverse reaction during gluconeogenesis""",0,1087,30,653251911.5,653540558.3,639996241.3,651796301.4,653218284.2,640324825.2,621,28
"YJR121W ATP2 SGDID:S000003882, Chr X from 647597-649132, Verified ORF, ""Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase, which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; phosphorylated""",0,111,23,24142242.04,24492576.73,24754048.67,26115722.85,27162900.58,28097334.06,45,20
"YOR198C BFR1 SGDID:S000005724, Chr XV from 720066-718654, reverse complement, Verified ORF, ""Component of mRNP complexes associated with polyribosomes; implicated in secretion and nuclear segregation; multicopy suppressor of BFA (Brefeldin A) sensitivity""",0,158,33,39500087.33,39555208.95,41962017.08,42378256.93,43646469.66,43040639.66,82,23
"YDR341C YDR341C SGDID:S000002749, Chr IV from 1153621-1151798, reverse complement, Verified ORF, ""Arginyl-tRNA synthetase, proposed to be cytoplasmic but the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",0,251,26,29970904.57,30616082.1,30519371.23,31216802.99,31671333,33169242.04,67,15
"YBR121C GRS1 SGDID:S000000325, Chr II from 483361-481358, reverse complement, Verified ORF, ""Cytoplasmic and mitochondrial glycyl-tRNA synthase that ligates glycine to the cognate anticodon bearing tRNA; transcription termination factor that may interact with the 3'-end of pre-mRNA to promote 3'-end formation""",0,193,34,82598632.69,83150620.1,82653952.32,82215460.7,82490751.48,84670957.61,104,26
"YER165W PAB1 SGDID:S000000967, Chr V from 510368-512101, Verified ORF, ""Poly(A) binding protein, part of the 3'-end RNA-processing complex, mediates interactions between the 5' cap structure and the 3' mRNA poly(A) tail, involved in control of poly(A) tail length, interacts with translation factor eIF-4G""",0,240,41,94855289.89,95200483.88,92375302.91,93372358.57,90913046.64,94809768.01,122,34
"YGL195W GCN1 SGDID:S000003163, Chr VII from 131531-139549, Verified ORF, ""Positive regulator of the Gcn2p kinase activity, forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA""",0,94,35,19468104.9,18639536.09,20070570.91,21051916.53,21054931.19,19271829.69,30,15
"YFL039C ACT1 SGDID:S000001855, Chr VI from 54695-54686,54377-53260, reverse complement, Verified ORF, ""Actin, structural protein involved in cell polarization, endocytosis, and other cytoskeletal functions""",0,394,25,108531085.2,109679481.4,109714886,109167828.4,111260640,112010935.8,147,30
"YLR044C PDC1 SGDID:S000004034, Chr XII from 234082-232391, reverse complement, Verified ORF, ""Major of three pyruvate decarboxylase isozymes, key enzyme in alcoholic fermentation, decarboxylates pyruvate to acetaldehyde; subject to glucose-, ethanol-, and autoregulation; involved in amino acid catabolism""",0,2070,40,590497164.3,558810677.7,507063794.5,501953095.1,487328524.3,553613226.1,1212,34
"YLR060W FRS1 SGDID:S000004050, Chr XII from 260980-262767, Verified ORF, ""Beta subunit of cytoplasmic phenylalanyl-tRNA synthetase, forms a tetramer with Frs2p to generate active enzyme; able to hydrolyze mis-aminoacylated tRNA-Phe, which could contribute to translational quality control""",0,136,23,28866417.31,27687934.44,28192211.12,28577032.69,28871790.1,28930631.43,36,12
"YOR168W GLN4 SGDID:S000005694, Chr XV from 649304-651733, Verified ORF, ""Glutamine tRNA synthetase, monomeric class I tRNA synthetase that catalyzes the specific glutaminylation of tRNA(Glu); N-terminal domain proposed to be involved in enzyme-tRNA interactions""",0,128,32,37316891.26,36876700.42,37793678.68,35902330.26,36556402.04,36989305.36,48,21
"YJL052W TDH1 SGDID:S000003588, Chr X from 338265-339263, Verified ORF, ""Glyceraldehyde-3-phosphate dehydrogenase, isozyme 1, involved in glycolysis and gluconeogenesis; tetramer that catalyzes the reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in the cytoplasm and cell-wall""",0,1133,25,17332764.35,22850717.59,27491518.57,34276291.15,46664354.33,89379646.74,27,10
"YLR249W YEF3 SGDID:S000004239, Chr XII from 636782-639916, Verified ORF, ""Translational elongation factor 3, stimulates the binding of aminoacyl-tRNA (AA-tRNA) to ribosomes by releasing EF-1 alpha from the ribosomal complex; contains two ABC cassettes; binds and hydrolyses ATP""",0,1271,68,349534901.3,322048131.5,306131479.8,306076150.1,306933328.5,319021676,532,71
"YLR197W NOP56 SGDID:S000004187, Chr XII from 546099-547613, Verified ORF, ""Essential evolutionarily-conserved nucleolar protein component of the box C/D snoRNP complexes that direct 2'-O-methylation of pre-rRNA during its maturation; overexpression causes spindle orientation defects""",0,106,25,25020956.02,23691716.13,22470579.33,21925453.75,22178103.7,21996777.33,38,17
"YGL008C PMA1 SGDID:S000002976, Chr VII from 482671-479915, reverse complement, Verified ORF, ""Plasma membrane H+-ATPase, pumps protons out of the cell; major regulator of cytoplasmic pH and plasma membrane potential; part of the P2 subgroup of cation-transporting ATPases""",0,1041,41,217507384.7,201510322.5,194093778.4,184564196.9,190081973.4,204146932.5,486,42
"YGL173C KEM1 SGDID:S000003141, Chr VII from 180119-175533, reverse complement, Verified ORF, ""Evolutionarily-conserved 5'-3' exonuclease component of cytoplasmic processing (P) bodies involved in mRNA decay; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance""",0,81,27,22018690.21,24965579.29,23729809.42,24151482.83,24256905.45,24786289.03,25,16
"YGR161C-D YGR161C-D SGDID:S000007368, Chr VII from 823020-821716,821714-817752, reverse complement, transposable_element_gene, ""Retrotransposon TYA Gag and TYB Pol genes; transcribed/translated as one unit; polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN); similar to retroviral genes""",0,310,41,29944372.5,27182653.15,22928848.16,18639951.33,17456582.74,16251452.4,6,1
"YDL229W SSB1 SGDID:S000002388, Chr IV from 44066-45907, Verified ORF, ""Cytoplasmic ATPase that is a ribosome-associated molecular chaperone, functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p""",0,1408,55,6870066.446,6024903.232,4989949.97,5814492.858,5981618.276,6030735.351,3,1
"YBL039C URA7 SGDID:S000000135, Chr II from 145731-143992, reverse complement, Verified ORF, ""Major CTP synthase isozyme (see also URA8), catalyzes the ATP-dependent transfer of the amide nitrogen from glutamine to UTP, forming CTP, the final step in de novo biosynthesis of pyrimidines; involved in phospholipid biosynthesis""",0,72,25,14172736.89,13688290.71,12020804.96,12748864.4,12018406.24,12443112.17,14,10
"YPL090C RPS6A SGDID:S000006011, Chr XVI from 378392-378387,377992-377288, reverse complement, Verified ORF, ""Protein component of the small (40S) ribosomal subunit; identical to Rps6Bp and has similarity to rat S6 ribosomal protein""",0,245,24,150166394.3,143084372.3,132581915.9,127704902.5,122619515.2,132233948.3,185,20
